State,Education_Status,Gender,Age_group,target
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Arunachal Pradesh,No Education,Female,0-100+,yes
Arunachal Pradesh,Diploma,Female,0-100+,no
Arunachal Pradesh,Primary,Female,0-100+,yes
Arunachal Pradesh,Graduate,Female,0-100+,no
Arunachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Arunachal Pradesh,Middle,Female,0-100+,yes
Arunachal Pradesh,Post Graduate and Above,Female,0-100+,no
Arunachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Arunachal Pradesh,No Education,Male,0-100+,yes
Arunachal Pradesh,Middle,Male,0-100+,yes
Arunachal Pradesh,Diploma,Male,0-100+,no
Arunachal Pradesh,Primary,Male,0-100+,yes
Arunachal Pradesh,Graduate,Male,0-100+,no
Arunachal Pradesh,Post Graduate and Above,Male,0-100+,no
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Arunachal Pradesh,Diploma,Female,0-100+,no
Arunachal Pradesh,Graduate,Female,0-100+,no
Arunachal Pradesh,Post Graduate and Above,Female,0-100+,no
Arunachal Pradesh,No Education,Female,0-100+,yes
Arunachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Arunachal Pradesh,Primary,Female,0-100+,yes
Arunachal Pradesh,Middle,Female,0-100+,yes
Arunachal Pradesh,Primary,Male,0-100+,yes
Arunachal Pradesh,Middle,Male,0-100+,yes
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,no
Arunachal Pradesh,Diploma,Male,0-100+,no
Arunachal Pradesh,Graduate,Male,0-100+,no
Arunachal Pradesh,Post Graduate and Above,Male,0-100+,no
Arunachal Pradesh,No Education,Male,0-100+,yes
Arunachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Arunachal Pradesh,Graduate,Female,0-100+,no
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Arunachal Pradesh,Post Graduate and Above,Female,0-100+,no
Arunachal Pradesh,No Education,Female,0-100+,yes
Arunachal Pradesh,Middle,Female,0-100+,yes
Arunachal Pradesh,Diploma,Female,0-100+,no
Arunachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Arunachal Pradesh,Primary,Female,0-100+,yes
Arunachal Pradesh,Middle,Male,0-100+,yes
Arunachal Pradesh,Post Graduate and Above,Male,0-100+,no
Arunachal Pradesh,Diploma,Male,0-100+,yes
Arunachal Pradesh,Primary,Male,0-100+,yes
Arunachal Pradesh,Graduate,Male,0-100+,yes
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Arunachal Pradesh,No Education,Male,0-100+,yes
Arunachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Arunachal Pradesh,Diploma,Female,0-100+,no
Arunachal Pradesh,No Education,Female,0-100+,yes
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Arunachal Pradesh,Graduate,Female,0-100+,yes
Arunachal Pradesh,Post Graduate and Above,Female,0-100+,no
Arunachal Pradesh,Primary,Female,0-100+,yes
Arunachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Arunachal Pradesh,Middle,Female,0-100+,yes
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Arunachal Pradesh,Middle,Male,0-100+,yes
Arunachal Pradesh,Diploma,Male,0-100+,no
Arunachal Pradesh,Graduate,Male,0-100+,no
Arunachal Pradesh,Post Graduate and Above,Male,0-100+,no
Arunachal Pradesh,No Education,Male,0-100+,yes
Arunachal Pradesh,Primary,Male,0-100+,yes
Arunachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Arunachal Pradesh,Graduate,Female,0-100+,yes
Arunachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Arunachal Pradesh,Diploma,Female,0-100+,no
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,no
Arunachal Pradesh,Middle,Female,0-100+,yes
Arunachal Pradesh,Post Graduate and Above,Female,0-100+,yes
Arunachal Pradesh,Primary,Female,0-100+,yes
Arunachal Pradesh,No Education,Female,0-100+,yes
Arunachal Pradesh,No Education,Male,0-100+,yes
Arunachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Arunachal Pradesh,Primary,Male,0-100+,yes
Arunachal Pradesh,Diploma,Male,0-100+,no
Arunachal Pradesh,Middle,Male,0-100+,yes
Arunachal Pradesh,Graduate,Male,0-100+,yes
Arunachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Arunachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Diploma,Female,0-100+,no
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,no
Assam,Post Graduate and Above,Male,0-100+,no
Assam,No Education,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,Diploma,Female,0-100+,no
Assam,Graduate,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,Diploma,Female,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,yes
Assam,Diploma,Female,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,no
Assam,Diploma,Female,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,no
Assam,Middle,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Diploma,Female,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,no
Assam,Diploma,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,Diploma,Female,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Diploma,Female,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,no
Assam,No Education,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,no
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,Diploma,Female,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Diploma,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,no
Assam,Post Graduate and Above,Male,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Middle,Female,0-100+,yes
Assam,Diploma,Female,0-100+,no
Assam,Graduate,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,no
Assam,No Education,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Middle,Male,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,yes
Assam,Diploma,Female,0-100+,yes
Assam,Post Graduate and Above,Female,0-100+,no
Assam,Middle,Female,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Assam,Matriculate/Secondary,Female,0-100+,yes
Assam,Primary,Female,0-100+,yes
Assam,Graduate,Female,0-100+,yes
Assam,No Education,Female,0-100+,yes
Assam,Graduate,Male,0-100+,yes
Assam,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Assam,Matriculate/Secondary,Male,0-100+,yes
Assam,No Education,Male,0-100+,yes
Assam,Primary,Male,0-100+,yes
Assam,Diploma,Male,0-100+,yes
Assam,Post Graduate and Above,Male,0-100+,yes
Assam,Middle,Male,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,no
Bihar,Diploma,Female,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,yes
Bihar,Diploma,Female,0-100+,no
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,Diploma,Female,0-100+,no
Bihar,No Education,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,no
Bihar,Post Graduate and Above,Female,0-100+,no
Bihar,Diploma,Female,0-100+,no
Bihar,Middle,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Diploma,Male,0-100+,no
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Diploma,Female,0-100+,no
Bihar,Graduate,Female,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,no
Bihar,Primary,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,no
Bihar,Middle,Male,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Diploma,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,no
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,no
Bihar,Primary,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Diploma,Female,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Diploma,Female,0-100+,no
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,no
Bihar,Graduate,Female,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Diploma,Female,0-100+,no
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,yes
Bihar,Diploma,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Diploma,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Middle,Female,0-100+,yes
Bihar,No Education,Female,0-100+,yes
Bihar,Diploma,Female,0-100+,yes
Bihar,Primary,Female,0-100+,yes
Bihar,Post Graduate and Above,Female,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Bihar,Graduate,Female,0-100+,yes
Bihar,Matriculate/Secondary,Female,0-100+,yes
Bihar,No Education,Male,0-100+,yes
Bihar,Diploma,Male,0-100+,yes
Bihar,Middle,Male,0-100+,yes
Bihar,Graduate,Male,0-100+,yes
Bihar,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Bihar,Post Graduate and Above,Male,0-100+,yes
Bihar,Matriculate/Secondary,Male,0-100+,yes
Bihar,Primary,Male,0-100+,yes
Chandigarh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Chandigarh,Matriculate/Secondary,Female,0-100+,yes
Chandigarh,Graduate,Female,0-100+,no
Chandigarh,Diploma,Female,0-100+,no
Chandigarh,Post Graduate and Above,Female,0-100+,no
Chandigarh,Primary,Female,0-100+,yes
Chandigarh,Middle,Female,0-100+,yes
Chandigarh,No Education,Female,0-100+,yes
Chandigarh,Graduate,Male,0-100+,yes
Chandigarh,Matriculate/Secondary,Male,0-100+,yes
Chandigarh,Middle,Male,0-100+,yes
Chandigarh,Primary,Male,0-100+,yes
Chandigarh,No Education,Male,0-100+,yes
Chandigarh,Diploma,Male,0-100+,no
Chandigarh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Chandigarh,Post Graduate and Above,Male,0-100+,no
Chandigarh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Chandigarh,No Education,Female,0-100+,yes
Chandigarh,Matriculate/Secondary,Female,0-100+,yes
Chandigarh,Graduate,Female,0-100+,yes
Chandigarh,Diploma,Female,0-100+,no
Chandigarh,Middle,Female,0-100+,yes
Chandigarh,Primary,Female,0-100+,yes
Chandigarh,Post Graduate and Above,Female,0-100+,no
Chandigarh,Primary,Male,0-100+,yes
Chandigarh,Diploma,Male,0-100+,no
Chandigarh,Post Graduate and Above,Male,0-100+,no
Chandigarh,Matriculate/Secondary,Male,0-100+,yes
Chandigarh,Graduate,Male,0-100+,yes
Chandigarh,No Education,Male,0-100+,yes
Chandigarh,Middle,Male,0-100+,yes
Chandigarh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Chandigarh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Chandigarh,No Education,Female,0-100+,yes
Chandigarh,Diploma,Female,0-100+,no
Chandigarh,Middle,Female,0-100+,yes
Chandigarh,Matriculate/Secondary,Female,0-100+,yes
