State,Social_Status,Gender,Age_group,target
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Divorcee,Female,0-100+,yes
Maharashtra,Widowed/Widower,Female,0-100+,yes
Maharashtra,Married,Female,0-100+,yes
Maharashtra,Never Married,Female,0-100+,yes
Maharashtra,Seperated,Female,0-100+,yes
Maharashtra,Seperated,Male,0-100+,yes
Maharashtra,Never Married,Male,0-100+,yes
Maharashtra,Divorcee,Male,0-100+,yes
Maharashtra,Married,Male,0-100+,yes
Maharashtra,Widowed/Widower,Male,0-100+,yes
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Married,Female,0-100+,yes
Manipur,Never Married,Female,0-100+,yes
Manipur,Seperated,Female,0-100+,no
Manipur,Divorcee,Female,0-100+,no
Manipur,Divorcee,Male,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Seperated,Male,0-100+,no
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Married,Male,0-100+,yes
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Never Married,Female,0-100+,yes
Manipur,Divorcee,Female,0-100+,no
Manipur,Married,Female,0-100+,yes
Manipur,Seperated,Female,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Seperated,Male,0-100+,no
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Married,Male,0-100+,yes
Manipur,Divorcee,Male,0-100+,no
Manipur,Never Married,Female,0-100+,yes
Manipur,Seperated,Female,0-100+,no
Manipur,Divorcee,Female,0-100+,no
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Married,Female,0-100+,yes
Manipur,Divorcee,Male,0-100+,no
Manipur,Married,Male,0-100+,yes
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Seperated,Male,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Never Married,Female,0-100+,yes
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Seperated,Female,0-100+,no
Manipur,Divorcee,Female,0-100+,no
Manipur,Married,Female,0-100+,yes
Manipur,Never Married,Male,0-100+,yes
Manipur,Divorcee,Male,0-100+,no
Manipur,Married,Male,0-100+,yes
Manipur,Seperated,Male,0-100+,no
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Divorcee,Female,0-100+,no
Manipur,Married,Female,0-100+,yes
Manipur,Seperated,Female,0-100+,no
Manipur,Never Married,Female,0-100+,yes
Manipur,Seperated,Male,0-100+,no
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Married,Male,0-100+,yes
Manipur,Divorcee,Male,0-100+,no
Manipur,Never Married,Female,0-100+,yes
Manipur,Seperated,Female,0-100+,no
Manipur,Divorcee,Female,0-100+,no
Manipur,Married,Female,0-100+,yes
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Divorcee,Male,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Married,Male,0-100+,yes
Manipur,Widowed/Widower,Male,0-100+,yes
Manipur,Seperated,Male,0-100+,no
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Never Married,Female,0-100+,yes
Manipur,Seperated,Female,0-100+,no
Manipur,Divorcee,Female,0-100+,no
Manipur,Married,Female,0-100+,yes
Manipur,Never Married,Male,0-100+,yes
Manipur,Divorcee,Male,0-100+,no
Manipur,Seperated,Male,0-100+,no
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Married,Male,0-100+,yes
Manipur,Never Married,Female,0-100+,yes
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Seperated,Female,0-100+,no
Manipur,Married,Female,0-100+,yes
Manipur,Divorcee,Female,0-100+,no
Manipur,Seperated,Male,0-100+,no
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Married,Male,0-100+,yes
Manipur,Divorcee,Male,0-100+,no
Manipur,Seperated,Female,0-100+,no
Manipur,Divorcee,Female,0-100+,no
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Never Married,Female,0-100+,yes
Manipur,Married,Female,0-100+,yes
Manipur,Divorcee,Male,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Married,Male,0-100+,yes
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Seperated,Male,0-100+,no
Manipur,Widowed/Widower,Female,0-100+,yes
Manipur,Married,Female,0-100+,yes
Manipur,Never Married,Female,0-100+,yes
Manipur,Seperated,Female,0-100+,no
Manipur,Divorcee,Female,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Married,Male,0-100+,yes
Manipur,Seperated,Male,0-100+,no
Manipur,Divorcee,Male,0-100+,no
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Widowed/Widower,Female,0-100+,no
Manipur,Seperated,Female,0-100+,no
Manipur,Married,Female,0-100+,yes
Manipur,Never Married,Female,0-100+,yes
Manipur,Divorcee,Female,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Seperated,Male,0-100+,no
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Married,Male,0-100+,yes
Manipur,Divorcee,Male,0-100+,no
Manipur,Seperated,Female,0-100+,no
Manipur,Divorcee,Female,0-100+,no
Manipur,Widowed/Widower,Female,0-100+,yes
Manipur,Never Married,Female,0-100+,yes
Manipur,Married,Female,0-100+,yes
Manipur,Divorcee,Male,0-100+,no
Manipur,Never Married,Male,0-100+,yes
Manipur,Married,Male,0-100+,yes
Manipur,Widowed/Widower,Male,0-100+,no
Manipur,Seperated,Male,0-100+,no
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Seperated,Female,0-100+,yes
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,yes
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Seperated,Male,0-100+,no
Meghalaya,Divorcee,Male,0-100+,no
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Widowed/Widower,Female,0-100+,yes
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Seperated,Male,0-100+,no
Meghalaya,Divorcee,Male,0-100+,no
Meghalaya,Widowed/Widower,Male,0-100+,no
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,yes
Meghalaya,Seperated,Male,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,no
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,no
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Seperated,Male,0-100+,yes
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,no
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,no
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Widowed/Widower,Male,0-100+,no
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Seperated,Male,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,no
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,no
Meghalaya,Seperated,Male,0-100+,yes
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,no
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Seperated,Female,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,no
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Seperated,Male,0-100+,yes
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,yes
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Widowed/Widower,Female,0-100+,yes
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Seperated,Male,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,no
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Divorcee,Female,0-100+,yes
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,yes
Meghalaya,Seperated,Male,0-100+,yes
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,yes
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,yes
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Seperated,Male,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,no
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,yes
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Divorcee,Female,0-100+,no
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Seperated,Male,0-100+,no
Meghalaya,Married,Male,0-100+,yes
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,yes
Meghalaya,Never Married,Female,0-100+,yes
Meghalaya,Widowed/Widower,Female,0-100+,yes
Meghalaya,Seperated,Female,0-100+,no
Meghalaya,Married,Female,0-100+,yes
Meghalaya,Divorcee,Female,0-100+,yes
Meghalaya,Divorcee,Male,0-100+,no
Meghalaya,Widowed/Widower,Male,0-100+,yes
Meghalaya,Seperated,Male,0-100+,no
Meghalaya,Never Married,Male,0-100+,yes
Meghalaya,Married,Male,0-100+,yes
Mizoram,Widowed/Widower,Female,0-100+,no
Mizoram,Married,Female,0-100+,yes
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Seperated,Female,0-100+,no
Mizoram,Divorcee,Female,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,no
Mizoram,Married,Male,0-100+,yes
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Divorcee,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Divorcee,Female,0-100+,no
Mizoram,Married,Female,0-100+,yes
Mizoram,Seperated,Female,0-100+,no
Mizoram,Widowed/Widower,Female,0-100+,yes
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Married,Male,0-100+,yes
Mizoram,Divorcee,Male,0-100+,yes
Mizoram,Married,Female,0-100+,yes
Mizoram,Widowed/Widower,Female,0-100+,no
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Seperated,Female,0-100+,yes
Mizoram,Divorcee,Female,0-100+,no
Mizoram,Widowed/Widower,Male,0-100+,no
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Married,Male,0-100+,yes
Mizoram,Divorcee,Male,0-100+,no
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Married,Female,0-100+,yes
Mizoram,Divorcee,Female,0-100+,no
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Seperated,Female,0-100+,no
Mizoram,Widowed/Widower,Female,0-100+,yes
Mizoram,Divorcee,Male,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,yes
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Married,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Divorcee,Female,0-100+,no
Mizoram,Married,Female,0-100+,yes
Mizoram,Seperated,Female,0-100+,no
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Widowed/Widower,Female,0-100+,no
Mizoram,Married,Male,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,no
Mizoram,Divorcee,Male,0-100+,no
Mizoram,Seperated,Male,0-100+,no
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Widowed/Widower,Female,0-100+,no
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Seperated,Female,0-100+,no
Mizoram,Divorcee,Female,0-100+,no
Mizoram,Married,Female,0-100+,yes
Mizoram,Married,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,no
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Divorcee,Male,0-100+,no
Mizoram,Seperated,Female,0-100+,yes
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Married,Female,0-100+,yes
Mizoram,Divorcee,Female,0-100+,yes
Mizoram,Widowed/Widower,Female,0-100+,yes
Mizoram,Divorcee,Male,0-100+,yes
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Married,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,no
Mizoram,Widowed/Widower,Female,0-100+,yes
Mizoram,Divorcee,Female,0-100+,no
Mizoram,Seperated,Female,0-100+,no
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Married,Female,0-100+,yes
Mizoram,Married,Male,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,no
Mizoram,Divorcee,Male,0-100+,no
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Married,Female,0-100+,yes
Mizoram,Widowed/Widower,Female,0-100+,no
Mizoram,Divorcee,Female,0-100+,no
Mizoram,Seperated,Female,0-100+,no
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Married,Male,0-100+,yes
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Divorcee,Male,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Widowed/Widower,Female,0-100+,no
Mizoram,Divorcee,Female,0-100+,no
Mizoram,Married,Female,0-100+,yes
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Seperated,Female,0-100+,no
Mizoram,Married,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Divorcee,Male,0-100+,yes
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,no
Mizoram,Married,Female,0-100+,yes
Mizoram,Widowed/Widower,Female,0-100+,yes
Mizoram,Seperated,Female,0-100+,no
Mizoram,Divorcee,Female,0-100+,yes
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Widowed/Widower,Male,0-100+,no
Mizoram,Divorcee,Male,0-100+,yes
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Married,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Married,Female,0-100+,no
Mizoram,Never Married,Female,0-100+,yes
Mizoram,Seperated,Female,0-100+,yes
Mizoram,Widowed/Widower,Female,0-100+,no
Mizoram,Divorcee,Female,0-100+,no
Mizoram,Seperated,Male,0-100+,yes
Mizoram,Never Married,Male,0-100+,yes
Mizoram,Divorcee,Male,0-100+,no
Mizoram,Widowed/Widower,Male,0-100+,yes
Mizoram,Married,Male,0-100+,yes
Nagaland,Married,Female,0-100+,yes
Nagaland,Divorcee,Female,0-100+,no
Nagaland,Widowed/Widower,Female,0-100+,yes
Nagaland,Seperated,Female,0-100+,no
Nagaland,Never Married,Female,0-100+,yes
Nagaland,Married,Male,0-100+,yes
Nagaland,Seperated,Male,0-100+,no
Nagaland,Never Married,Male,0-100+,yes
Nagaland,Widowed/Widower,Male,0-100+,no
Nagaland,Divorcee,Male,0-100+,no
Nagaland,Never Married,Female,0-100+,yes
Nagaland,Divorcee,Female,0-100+,no
Nagaland,Married,Female,0-100+,yes
Nagaland,Seperated,Female,0-100+,no
Nagaland,Widowed/Widower,Female,0-100+,yes
Nagaland,Seperated,Male,0-100+,no
Nagaland,Never Married,Male,0-100+,yes
Nagaland,Divorcee,Male,0-100+,no
Nagaland,Widowed/Widower,Male,0-100+,no
Nagaland,Married,Male,0-100+,yes
Nagaland,Married,Female,0-100+,yes
Nagaland,Seperated,Female,0-100+,no
Nagaland,Never Married,Female,0-100+,yes
Nagaland,Divorcee,Female,0-100+,no
Nagaland,Widowed/Widower,Female,0-100+,no
Nagaland,Widowed/Widower,Male,0-100+,no
Nagaland,Divorcee,Male,0-100+,no
Nagaland,Married,Male,0-100+,yes
Nagaland,Never Married,Male,0-100+,yes
Nagaland,Seperated,Male,0-100+,yes
Nagaland,Married,Female,0-100+,yes
Nagaland,Widowed/Widower,Female,0-100+,no
Nagaland,Divorcee,Female,0-100+,no
Nagaland,Never Married,Female,0-100+,yes
Nagaland,Seperated,Female,0-100+,no
Nagaland,Seperated,Male,0-100+,no
Nagaland,Never Married,Male,0-100+,yes
Nagaland,Widowed/Widower,Male,0-100+,no
Nagaland,Divorcee,Male,0-100+,no
Nagaland,Married,Male,0-100+,yes
Nagaland,Never Married,Female,0-100+,yes
Nagaland,Married,Female,0-100+,yes
Nagaland,Seperated,Female,0-100+,yes
Nagaland,Divorcee,Female,0-100+,no
Nagaland,Widowed/Widower,Female,0-100+,no
Nagaland,Divorcee,Male,0-100+,no
Nagaland,Widowed/Widower,Male,0-100+,no
Nagaland,Married,Male,0-100+,yes
Nagaland,Never Married,Male,0-100+,yes
Nagaland,Seperated,Male,0-100+,yes
Nagaland,Seperated,Female,0-100+,no
Nagaland,Married,Female,0-100+,yes
Nagaland,Divorcee,Female,0-100+,no
Nagaland,Widowed/Widower,Female,0-100+,no
Nagaland,Never Married,Female,0-100+,yes
Nagaland,Widowed/Widower,Male,0-100+,no
Nagaland,Never Married,Male,0-100+,yes
Nagaland,Married,Male,0-100+,yes
Nagaland,Seperated,Male,0-100+,no
Nagaland,Divorcee,Male,0-100+,no
Nagaland,Widowed/Widower,Female,0-100+,no
Nagaland,Never Married,Female,0-100+,yes
Nagaland,Married,Female,0-100+,yes
Nagaland,Divorcee,Female,0-100+,no
Nagaland,Seperated,Female,0-100+,no
Nagaland,Married,Male,0-100+,yes
Nagaland,Never Married,Male,0-100+,yes
Nagaland,Widowed/Widower,Male,0-100+,no
Nagaland,Divorcee,Male,0-100+,no
Nagaland,Seperated,Male,0-100+,no
Nagaland,Seperated,Female,0-100+,no
Nagaland,Divorcee,Female,0-100+,no
Nagaland,Widowed/Widower,Female,0-100+,no
Nagaland,Married,Female,0-100+,yes
Nagaland,Never Married,Female,0-100+,yes
Nagaland,Seperated,Male,0-100+,no
Nagaland,Divorcee,Male,0-100+,no
